task_id,category,route,variant,prompt_local,completion_local,prompt_cloud,completion_cloud,total_local,total_cloud,total,cloud_fraction,functional_pass,composite,cost_openai-gpt5.5_usd,cost_openai-gpt5_usd,cost_openai-gpt5-mini_usd,cost_anthropic-claude-opus-4.7_usd,cost_anthropic-claude-sonnet-4.6_usd,cost_anthropic-claude-haiku-4.5_usd
bigcodebench-hard/BigCodeBench/82,C,R2,v2-devstral,1471,748,0,0,2219,0,2219,0.000000,false,0.833333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
bigcodebench-hard/BigCodeBench/82,C,R3,v2-devstral,12685,1986,3134,2091,14671,5225,19896,0.262616,false,0.833333,0.078400,0.024827,0.004966,0.203835,0.040767,0.013589
bigcodebench-hard/BigCodeBench/530,C,R2,v2-devstral,1484,567,0,0,2051,0,2051,0.000000,true,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
bigcodebench-hard/BigCodeBench/530,C,R3,v2-devstral,11298,1680,2866,1815,12978,4681,17659,0.265077,true,1.000000,0.068780,0.021732,0.004346,0.179115,0.035823,0.011941
bigcodebench-hard/BigCodeBench/501,C,R2,v2-devstral,1384,499,0,0,1883,0,1883,0.000000,false,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
bigcodebench-hard/BigCodeBench/501,C,R3,v2-devstral,8326,1147,2153,5902,9473,8055,17528,0.459550,false,0.500000,0.187825,0.061711,0.012342,0.474945,0.094989,0.031663
bigcodebench-hard/BigCodeBench/458,C,R2,v2-devstral,1454,634,0,0,2088,0,2088,0.000000,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
bigcodebench-hard/BigCodeBench/458,C,R3,v2-devstral,5825,1233,2318,2158,7058,4476,11534,0.388070,true,1.000000,0.076330,0.024478,0.004896,0.196620,0.039324,0.013108
custom-arch/auth-multitenant-design,C,R2,v2-devstral,1525,1664,0,0,3189,0,3189,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
custom-arch/auth-multitenant-design,C,R3,v2-devstral,8864,3717,12492,13158,12581,25650,38231,0.670922,,,0.457200,0.147195,0.029439,1.174230,0.234846,0.078282
custom-arch/migration-planning-zero-downtime,C,R2,v2-devstral,1631,982,0,0,2613,0,2613,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
custom-arch/migration-planning-zero-downtime,C,R3,v2-devstral,8771,3493,9816,18285,12264,28101,40365,0.696172,,,0.597630,0.195120,0.039024,1.518615,0.303723,0.101241
custom-arch/code-review-flaky-test,C,R2,v2-devstral,1788,1614,0,0,3402,0,3402,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
custom-arch/code-review-flaky-test,C,R3,v2-devstral,15899,8999,13351,11839,24898,25190,50088,0.502915,,,0.421925,0.135079,0.027016,1.088190,0.217638,0.072546
custom-arch/cache-invalidation-tradeoffs,C,R2,v2-devstral,1513,1313,0,0,2826,0,2826,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
custom-arch/cache-invalidation-tradeoffs,C,R3,v2-devstral,5258,2181,8690,14305,7439,22995,30434,0.755569,,,0.472600,0.153913,0.030783,1.203225,0.240645,0.080215
custom-arch/production-debug-reasoning,C,R2,v2-devstral,1607,1498,0,0,3105,0,3105,0.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
custom-arch/production-debug-reasoning,C,R3,v2-devstral,2682,1542,11450,22171,4224,33621,37845,0.888387,,,0.722380,0.236022,0.047204,1.834575,0.366915,0.122305
swebench-verified/django__django-11179,B,R4,r4-minion,797,565,7576,6981,1362,14557,15919,0.914442,true,1.000000,0.247310,0.079280,0.015856,0.637215,0.127443,0.042481
swebench-verified/sphinx-doc__sphinx-7889,B,R4,r4-minion,1703,885,10018,4785,2588,14803,17391,0.851187,true,1.000000,0.193640,0.060373,0.012075,0.509145,0.101829,0.033943
swebench-verified/django__django-13512,B,R4,r4-minion,952,871,9312,5815,1823,15127,16950,0.892448,false,0.000000,0.221010,0.069790,0.013958,0.575805,0.115161,0.038387
swebench-verified/sphinx-doc__sphinx-9698,B,R4,r4-minion,3368,1655,14856,6933,5023,21789,26812,0.812659,true,1.000000,0.282270,0.087900,0.017580,0.742815,0.148563,0.049521
swebench-verified/django__django-15863,B,R4,r4-minion,1344,1019,9566,8590,2363,18156,20519,0.884838,false,0.000000,0.305530,0.097858,0.019572,0.787740,0.157548,0.052516
swebench-verified/pydata__xarray-4356,B,R4,r4-minion,401,572,3352,2941,973,6293,7266,0.866089,false,0.000000,0.104990,0.033600,0.006720,0.270855,0.054171,0.018057
swebench-verified/sphinx-doc__sphinx-9711,B,R4,r4-minion,701,667,3686,3440,1368,7126,8494,0.838945,false,0.000000,0.121630,0.039008,0.007801,0.313290,0.062658,0.020886
swebench-verified/django__django-15315,B,R4,r4-minion,1208,818,9864,5952,2026,15816,17842,0.886448,false,0.000000,0.227880,0.071850,0.014370,0.594360,0.118872,0.039624
swebench-verified/astropy__astropy-7166,B,R4,r4-minion,1058,936,9948,5803,1994,15751,17745,0.887630,false,0.000000,0.223830,0.070465,0.014093,0.584445,0.116889,0.038963
swebench-verified/django__django-11163,B,R4,r4-minion,271,334,3112,2751,605,5863,6468,0.906463,true,1.000000,0.098090,0.031400,0.006280,0.253005,0.050601,0.016867
